sec,x1[m],v1[m/s],a1[m/s2],Force1[kgf],Force2[kgf],Fmonitor[V],Vmonitor[V],F_sim,MV1[V],x1tg[m],F1tg[kgf],v1tg[m/s],GLx1[m],GLy1[m],GHy1[m],GHy1[m],GHidariX[m],GhidariY[m],G_ab1[m],wii1-1[V],wii1-2[V],wii1-3[V],wii1-4[V],wii1-5[V],wii1-6[V],wii1-7[V],wii1-8[V],hidarite1-1[V],Hidarite1-2[V],Hidarite1-3[V],Hidarite1-4[V],GLx2[m],GLy2[m],GHy2[m],GHy2[m],GHidari2X[m],Ghidari2Y[m],G_ab2[m],wii2-1[V],wii2-2[V],wii2-3[V],wii2-4[V],wii2-5[V],wii2-6[V],wii2-7[V],wii2-8[V],hidarite2-1[V],Hidarite2-2[V],Hidarite2-3[V],Hidarite2-4[V],F1COP[kgf],x1COP[m],remoteEncoder[m],remoteForce[kgf],remoteGab[m],remoteFmoni[V]
29.615944,-735,,,-0.080872,0.05188,,,,,,,,,,,,,,58.52329576,,,,,,,,,,,,,,,,,,,15.49072236,,,,,,,,,,,,,,,,,,
29.618498,-733,,,-0.070801,0.042725,,,,,,,,,,,,,,58.72373002,,,,,,,,,,,,,,,,,,,15.56384506,,,,,,,,,,,,,,,,,,
29.62096,-732,,,-0.065308,0.028687,,,,,,,,,,,,,,58.89015001,,,,,,,,,,,,,,,,,,,15.65374523,,,,,,,,,,,,,,,,,,
29.623419,-730,,,-0.05249,0.007324,,,,,,,,,,,,,,59.01744801,,,,,,,,,,,,,,,,,,,15.73688389,,,,,,,,,,,,,,,,,,
29.625868,-729,,,-0.074463,0.015869,,,,,,,,,,,,,,59.0595539,,,,,,,,,,,,,,,,,,,15.82063263,,,,,,,,,,,,,,,,,,
29.628311,-727,,,-0.091248,0.020142,,,,,,,,,,,,,,58.99710158,,,,,,,,,,,,,,,,,,,15.92842375,,,,,,,,,,,,,,,,,,
29.63237,-726,,,-0.090332,0.027466,,,,,,,,,,,,,,58.90551071,,,,,,,,,,,,,,,,,,,16.07467671,,,,,,,,,,,,,,,,,,
29.634813,-723,,,-0.090332,0.032043,,,,,,,,,,,,,,58.84484198,,,,,,,,,,,,,,,,,,,16.25820155,,,,,,,,,,,,,,,,,,
29.637259,-721,,,-0.084839,0.04303,,,,,,,,,,,,,,58.79415446,,,,,,,,,,,,,,,,,,,16.46807041,,,,,,,,,,,,,,,,,,
29.639803,-720,,,-0.100708,0.06012,,,,,,,,,,,,,,58.71782927,,,,,,,,,,,,,,,,,,,16.70901217,,,,,,,,,,,,,,,,,,
29.642239,-718,,,-0.08606,0.066528,,,,,,,,,,,,,,58.59952864,,,,,,,,,,,,,,,,,,,16.98557061,,,,,,,,,,,,,,,,,,
29.644669,-717,,,-0.081482,0.064392,,,,,,,,,,,,,,58.43838271,,,,,,,,,,,,,,,,,,,17.27234551,,,,,,,,,,,,,,,,,,
29.647167,-715,,,-0.07782,0.068054,,,,,,,,,,,,,,58.22900785,,,,,,,,,,,,,,,,,,,17.52560695,,,,,,,,,,,,,,,,,,
29.651722,-714,,,-0.045776,0.067444,,,,,,,,,,,,,,57.98997712,,,,,,,,,,,,,,,,,,,17.71823913,,,,,,,,,,,,,,,,,,
29.65432,-711,,,-0.0177,0.059204,,,,,,,,,,,,,,57.77406882,,,,,,,,,,,,,,,,,,,17.87690711,,,,,,,,,,,,,,,,,,
29.656775,-709,,,-0.021973,0.070496,,,,,,,,,,,,,,57.61701438,,,,,,,,,,,,,,,,,,,18.04602516,,,,,,,,,,,,,,,,,,
29.659203,-708,,,-0.018311,0.089111,,,,,,,,,,,,,,57.49554447,,,,,,,,,,,,,,,,,,,18.24092358,,,,,,,,,,,,,,,,,,
29.661636,-706,,,-0.00946,0.102844,,,,,,,,,,,,,,57.35632175,,,,,,,,,,,,,,,,,,,18.44864896,,,,,,,,,,,,,,,,,,
29.664074,-705,,,-0.010376,0.124512,,,,,,,,,,,,,,57.1846665,,,,,,,,,,,,,,,,,,,18.64382425,,,,,,,,,,,,,,,,,,
29.666508,-704,,,0.00061,0.143127,,,,,,,,,,,,,,56.97977822,,,,,,,,,,,,,,,,,,,18.84000432,,,,,,,,,,,,,,,,,,
29.668961,-702,,,0.017395,0.152893,,,,,,,,,,,,,,56.73310259,,,,,,,,,,,,,,,,,,,19.05303247,,,,,,,,,,,,,,,,,,
29.672989,-701,,,0.041199,0.177307,,,,,,,,,,,,,,56.47448746,,,,,,,,,,,,,,,,,,,19.28102302,,,,,,,,,,,,,,,,,,
29.675434,-699,,,0.061646,0.171204,,,,,,,,,,,,,,56.24624169,,,,,,,,,,,,,,,,,,,19.53934922,,,,,,,,,,,,,,,,,,
29.677866,-697,,,0.082703,0.170593,,,,,,,,,,,,,,56.05859357,,,,,,,,,,,,,,,,,,,19.8232177,,,,,,,,,,,,,,,,,,
29.680391,-696,,,0.099792,0.169067,,,,,,,,,,,,,,55.9119637,,,,,,,,,,,,,,,,,,,20.11546759,,,,,,,,,,,,,,,,,,
29.682833,-695,,,0.113525,0.175476,,,,,,,,,,,,,,55.8010075,,,,,,,,,,,,,,,,,,,20.40877479,,,,,,,,,,,,,,,,,,
29.685261,-694,,,0.120544,0.183716,,,,,,,,,,,,,,55.70200505,,,,,,,,,,,,,,,,,,,20.68324308,,,,,,,,,,,,,,,,,,
29.687757,-692,,,0.136108,0.180664,,,,,,,,,,,,,,55.58696496,,,,,,,,,,,,,,,,,,,20.91029225,,,,,,,,,,,,,,,,,,
29.691851,-691,,,0.154419,0.1828,,,,,,,,,,,,,,55.47118177,,,,,,,,,,,,,,,,,,,21.08460711,,,,,,,,,,,,,,,,,,
29.69429,-689,,,0.159607,0.193481,,,,,,,,,,,,,,55.39984741,,,,,,,,,,,,,,,,,,,21.23563761,,,,,,,,,,,,,,,,,,
29.696714,-688,,,0.16449,0.200806,,,,,,,,,,,,,,55.37733919,,,,,,,,,,,,,,,,,,,21.39688539,,,,,,,,,,,,,,,,,,
29.699171,-688,,,0.163574,0.213318,,,,,,,,,,,,,,55.37606861,,,,,,,,,,,,,,,,,,,21.58966647,,,,,,,,,,,,,,,,,,
29.701599,-686,,,0.161743,0.233765,,,,,,,,,,,,,,55.37246793,,,,,,,,,,,,,,,,,,,21.8253259,,,,,,,,,,,,,,,,,,
29.704123,-686,,,0.155029,0.251465,,,,,,,,,,,,,,55.37080329,,,,,,,,,,,,,,,,,,,22.06562324,,,,,,,,,,,,,,,,,,
29.706558,-685,,,0.144958,0.26947,,,,,,,,,,,,,,55.38216795,,,,,,,,,,,,,,,,,,,22.25457018,,,,,,,,,,,,,,,,,,
29.709011,-684,,,0.149536,0.278931,,,,,,,,,,,,,,55.39993801,,,,,,,,,,,,,,,,,,,22.39611363,,,,,,,,,,,,,,,,,,
29.712931,-683,,,0.143738,0.290222,,,,,,,,,,,,,,55.43615316,,,,,,,,,,,,,,,,,,,22.52740815,,,,,,,,,,,,,,,,,,
29.715509,-682,,,0.154419,0.27832,,,,,,,,,,,,,,55.50769864,,,,,,,,,,,,,,,,,,,22.65653359,,,,,,,,,,,,,,,,,,
29.717962,-681,,,0.174255,0.26123,,,,,,,,,,,,,,55.62010394,,,,,,,,,,,,,,,,,,,22.75861926,,,,,,,,,,,,,,,,,,
29.720543,-680,,,0.191345,0.245972,,,,,,,,,,,,,,55.78364391,,,,,,,,,,,,,,,,,,,22.83237003,,,,,,,,,,,,,,,,,,
29.72303,-679,,,0.203247,0.240784,,,,,,,,,,,,,,56.0104176,,,,,,,,,,,,,,,,,,,22.89888413,,,,,,,,,,,,,,,,,,
29.725485,-678,,,0.205078,0.241699,,,,,,,,,,,,,,56.30856208,,,,,,,,,,,,,,,,,,,22.9670628,,,,,,,,,,,,,,,,,,
29.727932,-678,,,0.218506,0.240173,,,,,,,,,,,,,,56.33907024,,,,,,,,,,,,,,,,,,,23.02254009,,,,,,,,,,,,,,,,,,
29.732311,-677,,,0.236206,0.238953,,,,,,,,,,,,,,56.7679563,,,,,,,,,,,,,,,,,,,23.06222389,,,,,,,,,,,,,,,,,,
29.734783,-676,,,0.242004,0.251465,,,,,,,,,,,,,,57.35910672,,,,,,,,,,,,,,,,,,,23.12621551,,,,,,,,,,,,,,,,,,
29.737238,-675,,,0.245361,0.263062,,,,,,,,,,,,,,57.6515465,,,,,,,,,,,,,,,,,,,23.22732345,,,,,,,,,,,,,,,,,,
29.739681,-675,,,0.247803,0.278625,,,,,,,,,,,,,,57.90260199,,,,,,,,,,,,,,,,,,,23.328336,,,,,,,,,,,,,,,,,,
29.742128,-674,,,0.248718,0.2948,,,,,,,,,,,,,,58.1051721,,,,,,,,,,,,,,,,,,,23.39581434,,,,,,,,,,,,,,,,,,
29.744572,-674,,,0.254211,0.309448,,,,,,,,,,,,,,58.25876351,,,,,,,,,,,,,,,,,,,23.42024537,,,,,,,,,,,,,,,,,,
29.747019,-674,,,0.255127,0.323181,,,,,,,,,,,,,,58.37574777,,,,,,,,,,,,,,,,,,,23.41391082,,,,,,,,,,,,,,,,,,
29.751343,-673,,,0.278015,0.339355,,,,,,,,,,,,,,58.47821139,,,,,,,,,,,,,,,,,,,23.40605383,,,,,,,,,,,,,,,,,,
29.753878,-673,,,0.288696,0.344543,,,,,,,,,,,,,,58.58130788,,,,,,,,,,,,,,,,,,,23.39778682,,,,,,,,,,,,,,,,,,
29.75631,-672,,,0.307312,0.345764,,,,,,,,,,,,,,58.68428869,,,,,,,,,,,,,,,,,,,23.3642541,,,,,,,,,,,,,,,,,,
29.758741,-672,,,0.320435,0.34729,,,,,,,,,,,,,,58.78328662,,,,,,,,,,,,,,,,,,,23.31087764,,,,,,,,,,,,,,,,,,
29.761169,-672,,,0.335999,0.345459,,,,,,,,,,,,,,58.8995864,,,,,,,,,,,,,,,,,,,23.2847757,,,,,,,,,,,,,,,,,,
29.76363,-671,,,0.342102,0.348816,,,,,,,,,,,,,,59.04759428,,,,,,,,,,,,,,,,,,,23.33660978,,,,,,,,,,,,,,,,,,
29.766193,-671,,,0.345764,0.355225,,,,,,,,,,,,,,59.1950882,,,,,,,,,,,,,,,,,,,23.47587883,,,,,,,,,,,,,,,,,,
29.768673,-671,,,0.356445,0.35675,,,,,,,,,,,,,,59.32717302,,,,,,,,,,,,,,,,,,,23.67794694,,,,,,,,,,,,,,,,,,
29.772596,-671,,,0.365295,0.361633,,,,,,,,,,,,,,59.47123596,,,,,,,,,,,,,,,,,,,23.88769484,,,,,,,,,,,,,,,,,,
29.775045,-671,,,0.366821,0.363159,,,,,,,,,,,,,,59.6355843,,,,,,,,,,,,,,,,,,,24.06915269,,,,,,,,,,,,,,,,,,
29.777473,-670,,,0.366821,0.367432,,,,,,,,,,,,,,59.82778076,,,,,,,,,,,,,,,,,,,24.24954726,,,,,,,,,,,,,,,,,,
29.779905,-670,,,0.363464,0.371094,,,,,,,,,,,,,,60.06840795,,,,,,,,,,,,,,,,,,,24.46233482,,,,,,,,,,,,,,,,,,
29.782354,-670,,,0.362549,0.371704,,,,,,,,,,,,,,60.35405091,,,,,,,,,,,,,,,,,,,24.72030534,,,,,,,,,,,,,,,,,,
29.784784,-670,,,0.362854,0.368042,,,,,,,,,,,,,,60.68236471,,,,,,,,,,,,,,,,,,,25.01926877,,,,,,,,,,,,,,,,,,
29.787222,-670,,,0.358276,0.36499,,,,,,,,,,,,,,61.72139495,,,,,,,,,,,,,,,,,,,25.32595166,,,,,,,,,,,,,,,,,,
29.78969,-670,,,0.362854,0.354614,,,,,,,,,,,,,,62.07594833,,,,,,,,,,,,,,,,,,,25.6010806,,,,,,,,,,,,,,,,,,
29.793514,-670,,,0.368042,0.342102,,,,,,,,,,,,,,61.60044202,,,,,,,,,,,,,,,,,,,25.84914602,,,,,,,,,,,,,,,,,,
29.795977,-670,,,0.369568,0.330505,,,,,,,,,,,,,,61.81510458,,,,,,,,,,,,,,,,,,,26.08286802,,,,,,,,,,,,,,,,,,
29.798542,-670,,,0.367737,0.319824,,,,,,,,,,,,,,62.03145594,,,,,,,,,,,,,,,,,,,26.31056933,,,,,,,,,,,,,,,,,,
29.800989,-670,,,0.366821,0.31189,,,,,,,,,,,,,,62.26589939,,,,,,,,,,,,,,,,,,,26.57317769,,,,,,,,,,,,,,,,,,
29.803427,-670,,,0.369873,0.301819,,,,,,,,,,,,,,62.51403304,,,,,,,,,,,,,,,,,,,26.8767548,,,,,,,,,,,,,,,,,,
29.80587,-670,,,0.365601,0.295715,,,,,,,,,,,,,,62.73981281,,,,,,,,,,,,,,,,,,,27.18150009,,,,,,,,,,,,,,,,,,
29.808334,-670,,,0.368652,0.289001,,,,,,,,,,,,,,62.92778665,,,,,,,,,,,,,,,,,,,27.46455456,,,,,,,,,,,,,,,,,,
29.812376,-670,,,0.379639,0.279846,,,,,,,,,,,,,,63.09760166,,,,,,,,,,,,,,,,,,,27.74370276,,,,,,,,,,,,,,,,,,
29.814819,-670,,,0.38269,0.272522,,,,,,,,,,,,,,63.28392223,,,,,,,,,,,,,,,,,,,28.07101535,,,,,,,,,,,,,,,,,,
29.817276,-670,,,0.389709,0.267944,,,,,,,,,,,,,,64.23760793,,,,,,,,,,,,,,,,,,,28.4732406,,,,,,,,,,,,,,,,,,
29.819704,-671,,,0.391541,0.264893,,,,,,,,,,,,,,64.33558399,,,,,,,,,,,,,,,,,,,28.92758836,,,,,,,,,,,,,,,,,,
29.822159,-671,,,0.397339,0.262146,,,,,,,,,,,,,,64.37587483,,,,,,,,,,,,,,,,,,,29.39464663,,,,,,,,,,,,,,,,,,
29.824591,-671,,,0.401306,0.260925,,,,,,,,,,,,,,64.37396874,,,,,,,,,,,,,,,,,,,29.83511825,,,,,,,,,,,,,,,,,,
29.827034,-671,,,0.398865,0.260315,,,,,,,,,,,,,,64.37168243,,,,,,,,,,,,,,,,,,,30.24053674,,,,,,,,,,,,,,,,,,
29.829496,-671,,,0.408936,0.257263,,,,,,,,,,,,,,64.42037735,,,,,,,,,,,,,,,,,,,30.64653242,,,,,,,,,,,,,,,,,,
29.833345,-672,,,0.415344,0.253296,,,,,,,,,,,,,,64.53241912,,,,,,,,,,,,,,,,,,,31.06758065,,,,,,,,,,,,,,,,,,
29.835804,-672,,,0.41687,0.252075,,,,,,,,,,,,,,64.42793874,,,,,,,,,,,,,,,,,,,31.47294444,,,,,,,,,,,,,,,,,,
29.838238,-672,,,0.420837,0.249329,,,,,,,,,,,,,,64.5822002,,,,,,,,,,,,,,,,,,,31.83944174,,,,,,,,,,,,,,,,,,
29.840862,-673,,,0.41748,0.249329,,,,,,,,,,,,,,64.71244202,,,,,,,,,,,,,,,,,,,32.15202409,,,,,,,,,,,,,,,,,,
29.843296,-673,,,0.414429,0.250854,,,,,,,,,,,,,,64.83834025,,,,,,,,,,,,,,,,,,,32.4170658,,,,,,,,,,,,,,,,,,
29.845745,-674,,,0.404053,0.250854,,,,,,,,,,,,,,64.98522255,,,,,,,,,,,,,,,,,,,32.6771518,,,,,,,,,,,,,,,,,,
29.848194,-674,,,0.397339,0.249939,,,,,,,,,,,,,,65.18598462,,,,,,,,,,,,,,,,,,,32.94261071,,,,,,,,,,,,,,,,,,
29.852228,-675,,,0.387878,0.24292,,,,,,,,,,,,,,65.42216524,,,,,,,,,,,,,,,,,,,33.19931836,,,,,,,,,,,,,,,,,,
29.854706,-676,,,0.379944,0.242004,,,,,,,,,,,,,,65.6159402,,,,,,,,,,,,,,,,,,,33.44787866,,,,,,,,,,,,,,,,,,
29.857136,-677,,,0.367737,0.239868,,,,,,,,,,,,,,65.74979564,,,,,,,,,,,,,,,,,,,33.66979848,,,,,,,,,,,,,,,,,,
29.859564,-678,,,0.357971,0.239868,,,,,,,,,,,,,,65.85720845,,,,,,,,,,,,,,,,,,,33.84903962,,,,,,,,,,,,,,,,,,
29.862001,-678,,,0.350342,0.235901,,,,,,,,,,,,,,65.93002785,,,,,,,,,,,,,,,,,,,33.99599768,,,,,,,,,,,,,,,,,,
29.86446,-679,,,0.345764,0.233154,,,,,,,,,,,,,,65.9809581,,,,,,,,,,,,,,,,,,,34.11695368,,,,,,,,,,,,,,,,,,
29.866901,-680,,,0.332031,0.232239,,,,,,,,,,,,,,66.08059332,,,,,,,,,,,,,,,,,,,34.2128395,,,,,,,,,,,,,,,,,,
29.869387,-681,,,0.332031,0.224304,,,,,,,,,,,,,,66.27189475,,,,,,,,,,,,,,,,,,,34.29433962,,,,,,,,,,,,,,,,,,
29.873304,-682,,,0.331116,0.206909,,,,,,,,,,,,,,66.5137626,,,,,,,,,,,,,,,,,,,34.37117904,,,,,,,,,,,,,,,,,,
29.875753,-683,,,0.327148,0.194397,,,,,,,,,,,,,,66.73904187,,,,,,,,,,,,,,,,,,,34.43248116,,,,,,,,,,,,,,,,,,
29.878191,-684,,,0.32196,0.181885,,,,,,,,,,,,,,66.95503918,,,,,,,,,,,,,,,,,,,34.46042912,,,,,,,,,,,,,,,,,,
29.880634,-685,,,0.307922,0.172424,,,,,,,,,,,,,,67.23461647,,,,,,,,,,,,,,,,,,,34.46479705,,,,,,,,,,,,,,,,,,
29.883068,-686,,,0.303345,0.159607,,,,,,,,,,,,,,67.62846074,,,,,,,,,,,,,,,,,,,34.46229969,,,,,,,,,,,,,,,,,,
29.885513,-686,,,0.288391,0.148315,,,,,,,,,,,,,,68.08162144,,,,,,,,,,,,,,,,,,,34.44548889,,,,,,,,,,,,,,,,,,
29.888081,-687,,,0.278931,0.134277,,,,,,,,,,,,,,68.67796876,,,,,,,,,,,,,,,,,,,34.39672442,,,,,,,,,,,,,,,,,,
29.892242,-688,,,0.265808,0.110779,,,,,,,,,,,,,,69.28330508,,,,,,,,,,,,,,,,,,,34.30482249,,,,,,,,,,,,,,,,,,
29.894691,-690,,,0.256348,0.098267,,,,,,,,,,,,,,69.83698017,,,,,,,,,,,,,,,,,,,34.17649257,,,,,,,,,,,,,,,,,,
29.897125,-691,,,0.245972,0.085144,,,,,,,,,,,,,,70.32122624,,,,,,,,,,,,,,,,,,,34.01494253,,,,,,,,,,,,,,,,,,
29.899557,-692,,,0.237427,0.072632,,,,,,,,,,,,,,70.77468441,,,,,,,,,,,,,,,,,,,33.82055228,,,,,,,,,,,,,,,,,,
29.902,-693,,,0.232849,0.056763,,,,,,,,,,,,,,71.2386155,,,,,,,,,,,,,,,,,,,33.60315592,,,,,,,,,,,,,,,,,,
29.90443,-695,,,0.222473,0.046082,,,,,,,,,,,,,,71.73198607,,,,,,,,,,,,,,,,,,,33.3470872,,,,,,,,,,,,,,,,,,
29.906872,-696,,,0.209045,0.039368,,,,,,,,,,,,,,72.26736378,,,,,,,,,,,,,,,,,,,33.03247445,,,,,,,,,,,,,,,,,,
29.911062,-697,,,0.198364,0.019836,,,,,,,,,,,,,,72.84564544,,,,,,,,,,,,,,,,,,,32.69720578,,,,,,,,,,,,,,,,,,
29.913513,-700,,,0.195618,0.009155,,,,,,,,,,,,,,73.43658901,,,,,,,,,,,,,,,,,,,32.40358075,,,,,,,,,,,,,,,,,,
29.915966,-701,,,0.189209,0.000916,,,,,,,,,,,,,,74.01326598,,,,,,,,,,,,,,,,,,,32.1666642,,,,,,,,,,,,,,,,,,
29.918398,-703,,,0.179443,-0.003052,,,,,,,,,,,,,,74.57624594,,,,,,,,,,,,,,,,,,,31.94690722,,,,,,,,,,,,,,,,,,
29.92115,-704,,,0.166626,-0.007629,,,,,,,,,,,,,,75.13402773,,,,,,,,,,,,,,,,,,,31.71722616,,,,,,,,,,,,,,,,,,
29.923603,-706,,,0.162964,-0.00824,,,,,,,,,,,,,,75.69534117,,,,,,,,,,,,,,,,,,,31.5054797,,,,,,,,,,,,,,,,,,
29.926037,-708,,,0.146484,-0.011902,,,,,,,,,,,,,,76.26760468,,,,,,,,,,,,,,,,,,,31.33561979,,,,,,,,,,,,,,,,,,
29.92852,-709,,,0.144043,-0.0177,,,,,,,,,,,,,,76.84818412,,,,,,,,,,,,,,,,,,,31.20367765,,,,,,,,,,,,,,,,,,
29.932785,-711,,,0.13855,-0.031128,,,,,,,,,,,,,,77.44011984,,,,,,,,,,,,,,,,,,,31.08513579,,,,,,,,,,,,,,,,,,
29.935236,-714,,,0.13855,-0.042114,,,,,,,,,,,,,,78.06879341,,,,,,,,,,,,,,,,,,,30.93761658,,,,,,,,,,,,,,,,,,
29.93771,-716,,,0.139771,-0.05127,,,,,,,,,,,,,,78.7496781,,,,,,,,,,,,,,,,,,,30.73376752,,,,,,,,,,,,,,,,,,
29.940145,-718,,,0.129089,-0.05127,,,,,,,,,,,,,,79.46753958,,,,,,,,,,,,,,,,,,,30.45930132,,,,,,,,,,,,,,,,,,
29.942635,-720,,,0.134277,-0.06073,,,,,,,,,,,,,,80.19473588,,,,,,,,,,,,,,,,,,,30.10236527,,,,,,,,,,,,,,,,,,
29.945084,-722,,,0.1474,-0.074768,,,,,,,,,,,,,,80.90423669,,,,,,,,,,,,,,,,,,,29.66473044,,,,,,,,,,,,,,,,,,
29.947531,-724,,,0.126953,-0.06897,,,,,,,,,,,,,,81.56883638,,,,,,,,,,,,,,,,,,,29.18607854,,,,,,,,,,,,,,,,,,
29.951603,-726,,,0.150146,-0.091553,,,,,,,,,,,,,,82.1797322,,,,,,,,,,,,,,,,,,,28.72038233,,,,,,,,,,,,,,,,,,
29.954243,-729,,,0.145569,-0.092773,,,,,,,,,,,,,,82.77072746,,,,,,,,,,,,,,,,,,,28.27706281,,,,,,,,,,,,,,,,,,
29.95669,-731,,,0.138855,-0.08606,,,,,,,,,,,,,,83.38478495,,,,,,,,,,,,,,,,,,,27.85059844,,,,,,,,,,,,,,,,,,
29.959118,-733,,,0.137634,-0.093079,,,,,,,,,,,,,,84.02071375,,,,,,,,,,,,,,,,,,,27.45265646,,,,,,,,,,,,,,,,,,
29.961582,-736,,,0.126343,-0.078735,,,,,,,,,,,,,,84.66772648,,,,,,,,,,,,,,,,,,,27.05288627,,,,,,,,,,,,,,,,,,
29.964016,-738,,,0.102539,-0.061951,,,,,,,,,,,,,,85.33612384,,,,,,,,,,,,,,,,,,,26.59499887,,,,,,,,,,,,,,,,,,
29.966454,-740,,,0.116577,-0.076294,,,,,,,,,,,,,,86.02286116,,,,,,,,,,,,,,,,,,,26.07733204,,,,,,,,,,,,,,,,,,
29.968908,-742,,,0.117188,-0.07782,,,,,,,,,,,,,,86.71877987,,,,,,,,,,,,,,,,,,,25.5229535,,,,,,,,,,,,,,,,,,
29.972816,-745,,,0.094604,-0.057068,,,,,,,,,,,,,,87.42860927,,,,,,,,,,,,,,,,,,,24.94733394,,,,,,,,,,,,,,,,,,
29.975256,-749,,,0.104675,-0.062256,,,,,,,,,,,,,,88.14945445,,,,,,,,,,,,,,,,,,,24.37900005,,,,,,,,,,,,,,,,,,
29.977732,-751,,,0.097961,-0.055847,,,,,,,,,,,,,,88.86600077,,,,,,,,,,,,,,,,,,,23.80764737,,,,,,,,,,,,,,,,,,
29.980186,-753,,,0.096741,-0.048828,,,,,,,,,,,,,,89.59042466,,,,,,,,,,,,,,,,,,,23.17663862,,,,,,,,,,,,,,,,,,
29.982626,-756,,,0.097046,-0.05127,,,,,,,,,,,,,,90.3336883,,,,,,,,,,,,,,,,,,,22.48710573,,,,,,,,,,,,,,,,,,
29.985069,-758,,,0.108948,-0.050049,,,,,,,,,,,,,,91.05569541,,,,,,,,,,,,,,,,,,,21.76539146,,,,,,,,,,,,,,,,,,
29.987642,-760,,,0.107117,-0.055542,,,,,,,,,,,,,,91.73430392,,,,,,,,,,,,,,,,,,,20.9957199,,,,,,,,,,,,,,,,,,
29.991758,-763,,,0.111694,-0.049133,,,,,,,,,,,,,,92.40294981,,,,,,,,,,,,,,,,,,,20.19084459,,,,,,,,,,,,,,,,,,
29.994293,-767,,,0.115967,-0.04425,,,,,,,,,,,,,,93.1017294,,,,,,,,,,,,,,,,,,,19.40468381,,,,,,,,,,,,,,,,,,
29.996725,-769,,,0.123291,-0.05127,,,,,,,,,,,,,,93.84918107,,,,,,,,,,,,,,,,,,,18.65045012,,,,,,,,,,,,,,,,,,
29.999168,-772,,,0.12146,-0.038452,,,,,,,,,,,,,,94.6396023,,,,,,,,,,,,,,,,,,,17.89303288,,,,,,,,,,,,,,,,,,
30.001608,-774,,,0.129089,-0.032654,,,,,,,,,,,,,,95.46528797,,,,,,,,,,,,,,,,,,,17.11495038,,,,,,,,,,,,,,,,,,
30.004036,-777,,,0.136414,-0.028687,,,,,,,,,,,,,,96.32324454,,,,,,,,,,,,,,,,,,,16.32377919,,,,,,,,,,,,,,,,,,
30.006474,-780,,,0.126953,-0.024719,,,,,,,,,,,,,,97.19585947,,,,,,,,,,,,,,,,,,,15.52243366,,,,,,,,,,,,,,,,,,
30.008936,-782,,,0.141907,-0.023804,,,,,,,,,,,,,,98.06080449,,,,,,,,,,,,,,,,,,,14.68867057,,,,,,,,,,,,,,,,,,
30.012842,-785,,,0.1474,-0.014954,,,,,,,,,,,,,,98.9316807,,,,,,,,,,,,,,,,,,,13.79178576,,,,,,,,,,,,,,,,,,
30.015285,-789,,,0.140381,-0.013428,,,,,,,,,,,,,,99.85699791,,,,,,,,,,,,,,,,,,,12.84588105,,,,,,,,,,,,,,,,,,
30.017843,-791,,,0.143127,-0.002747,,,,,,,,,,,,,,100.8613263,,,,,,,,,,,,,,,,,,,11.88438932,,,,,,,,,,,,,,,,,,
30.02029,-794,,,0.148926,0.011597,,,,,,,,,,,,,,101.9212005,,,,,,,,,,,,,,,,,,,10.90825271,,,,,,,,,,,,,,,,,,
30.022726,-797,,,0.146484,0.007019,,,,,,,,,,,,,,102.9854143,,,,,,,,,,,,,,,,,,,9.894503622,,,,,,,,,,,,,,,,,,
30.025173,-799,,,0.141602,0.021973,,,,,,,,,,,,,,104.012463,,,,,,,,,,,,,,,,,,,8.829321148,,,,,,,,,,,,,,,,,,
30.027628,-802,,,0.155029,0.020142,,,,,,,,,,,,,,105.0075269,,,,,,,,,,,,,,,,,,,7.719355111,,,,,,,,,,,,,,,,,,
30.031681,-804,,,0.15564,0.030823,,,,,,,,,,,,,,106.0198108,,,,,,,,,,,,,,,,,,,6.589422594,,,,,,,,,,,,,,,,,,
30.034136,-809,,,0.154114,0.033264,,,,,,,,,,,,,,107.0786811,,,,,,,,,,,,,,,,,,,5.476983199,,,,,,,,,,,,,,,,,,
30.036564,-811,,,0.154724,0.033569,,,,,,,,,,,,,,108.1477002,,,,,,,,,,,,,,,,,,,4.40148058,,,,,,,,,,,,,,,,,,
30.038998,-814,,,0.153809,0.041504,,,,,,,,,,,,,,109.1924848,,,,,,,,,,,,,,,,,,,3.363967798,,,,,,,,,,,,,,,,,,
30.041441,-816,,,0.158386,0.050354,,,,,,,,,,,,,,110.2278819,,,,,,,,,,,,,,,,,,,2.357833588,,,,,,,,,,,,,,,,,,
30.043879,-819,,,0.160217,0.053711,,,,,,,,,,,,,,111.2630303,,,,,,,,,,,,,,,,,,,1.359174892,,,,,,,,,,,,,,,,,,
30.046396,-821,,,0.155334,0.056763,,,,,,,,,,,,,,112.2704775,,,,,,,,,,,,,,,,,,,0.342597876,,,,,,,,,,,,,,,,,,
30.048962,-824,,,0.167236,0.056763,,,,,,,,,,,,,,113.2290621,,,,,,,,,,,,,,,,,,,-0.701635839,,,,,,,,,,,,,,,,,,
30.05287,-826,,,0.182495,0.064087,,,,,,,,,,,,,,114.1469449,,,,,,,,,,,,,,,,,,,-1.764748058,,,,,,,,,,,,,,,,,,
30.055319,-830,,,0.180664,0.072021,,,,,,,,,,,,,,115.0423153,,,,,,,,,,,,,,,,,,,-2.804710682,,,,,,,,,,,,,,,,,,
30.057772,-833,,,0.184631,0.083618,,,,,,,,,,,,,,115.9397728,,,,,,,,,,,,,,,,,,,-3.789473327,,,,,,,,,,,,,,,,,,
